song_id,title,artist,mood,time_of_day,activity,youtube_link
889,"""Sorry""",Justin Bieber,Mysterious,night,exercising,https://www.youtube.com/watch?v=fRh_vgS2dFE
890,"""Budapest""",George Ezra,Calm,morning,commuting,https://www.youtube.com/watch?v=VHrLPs3_1Fs
891,"""Me Porto Bonito""",Bad Bunny and Chencho Corleone,Joyful,night,cooking,https://www.youtube.com/watch?v=saGYMhApaH8
892,"""Lolli Lolli (Pop That Body)""",Three 6 Mafia,Comforting,morning,cooking,https://www.youtube.com/watch?v=cI1XwAAA-U4
893,"""Taste""",Sabrina Carpenter,Comforting,night,commuting,https://www.youtube.com/watch?v=KEG7b851Ric
894,"""Paint the Town Red""",Doja Cat,Excited,afternoon,reflecting,https://www.youtube.com/watch?v=m4_9TFeMfJE
895,"""Stop and Stare""",OneRepublic,Calm,evening,date,https://www.youtube.com/watch?v=HtNS1afUOnE
896,"""Heat Waves""",Glass Animals,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=mRD0-GxqHVo
897,"""Bring Me to Life""",Evanescence featuring Paul McCoy,Excited,morning,relaxing,https://www.youtube.com/watch?v=YTIc6AN1Yo0
898,"""Luv""",Tory Lanez,Cathartic,night,cooking,https://www.youtube.com/watch?v=P9rFeGAdX0A
899,"""Southside""",Lloyd featuring Ashanti,Empowering,afternoon,commuting,https://www.youtube.com/watch?v=CVL9o-jiQ1E
900,"""Humble""",Kendrick Lamar,Romantic,morning,journaling,https://www.youtube.com/watch?v=tvTRZJ-4EyI
901,"""Bitch Better Have My Money""",Rihanna,Romantic,morning,relaxing,https://www.youtube.com/watch?v=lBu4W1uJgeA
902,"""Step in the Name of Love""",R. Kelly,Mysterious,morning,exercising,https://www.youtube.com/watch?v=LvfGkekPK2w
903,"""Shadow of the Day""",Linkin Park,Mysterious,evening,relaxing,https://www.youtube.com/watch?v=n1PCW0C1aiM
904,"""Animals""",Martin Garrix,Nostalgic,afternoon,cooking,https://www.youtube.com/watch?v=gCYcHz2k5x0
905,"""If You're Gone""",Matchbox Twenty,Excited,afternoon,cooking,https://www.youtube.com/watch?v=clKAdQnwJ7A
906,"""Butterfly""",Crazy Town,Calm,night,journaling,https://www.youtube.com/watch?v=6FEDrU85FLE
907,"""Moves like Jagger""",Maroon 5 featuring Christina Aguilera,Nostalgic,afternoon,date,https://www.youtube.com/watch?v=suRsxpoAc5w
908,"""Un x100to""",Grupo Frontera and Bad Bunny,Comforting,morning,date,https://www.youtube.com/watch?v=3inw26U-os4
909,"""Battlefield""",Jordin Sparks,Romantic,evening,cooking,https://www.youtube.com/watch?v=suPlYwJ3YvM
910,"""This Is America""",Childish Gambino,Empowering,morning,date,https://www.youtube.com/watch?v=VYOjWnS4cMY
911,"""Imma Be""",The Black Eyed Peas,Comforting,night,journaling,https://www.youtube.com/watch?v=kdAj-dBNCi4
912,"""The Jump Off""",Lil' Kim featuring Mr. Cheeks,Joyful,evening,commuting,https://www.youtube.com/watch?v=37bRlLzE43E
913,"""The Bigger Picture""",Lil Baby,Cathartic,night,cooking,https://www.youtube.com/watch?v=_VDGysJGNoI
914,"""Home""",Daughtry,Cathartic,evening,date,https://www.youtube.com/watch?v=7bnX-6sJZBw
915,"""Good Time""",Niko Moon,Comforting,afternoon,cooking,https://www.youtube.com/watch?v=mKnQXaIlrMo
916,"""Bang Bang""","Jessie J, Ariana Grande and Nicki Minaj",Romantic,morning,reflecting,https://www.youtube.com/watch?v=0HDdjwpPM3Y
917,"""Deuces""",Chris Brown featuring Tyga and Kevin McCall,Empowering,morning,exercising,https://www.youtube.com/watch?v=rhBwt9mw7Sk
918,"""I Need a Girl (Part Two)""","P. Diddy featuring Ginuwine, Loon and Mario Winans",Nostalgic,afternoon,commuting,https://www.youtube.com/watch?v=zGUttrXgzLI
919,"""More Than My Hometown""",Morgan Wallen,Excited,morning,reflecting,https://www.youtube.com/watch?v=MS82JAkBkDY
920,"""When It's Over""",Sugar Ray,Excited,morning,exercising,https://www.youtube.com/watch?v=xmLv8rfunPo
921,"""How Long""",Charlie Puth,Calm,afternoon,commuting,https://www.youtube.com/watch?v=CwfoyVa980U
922,"""Rockabye""",Clean Bandit featuring Sean Paul and Anne-Marie,Cathartic,morning,exercising,https://www.youtube.com/watch?v=papuvlVeZg8
923,"""Heartless""",The Weeknd,Excited,night,exercising,https://www.youtube.com/watch?v=1DpH-icPpl0
924,"""Hot Girl Bummer""",Blackbear,Melancholic,evening,exercising,https://www.youtube.com/watch?v=yMlKJGKyoCo
925,"""Oh My God""",Adele,Cathartic,night,journaling,https://www.youtube.com/watch?v=niG3YMU6jFk
926,"""Spin Bout U""",Drake and 21 Savage,Calm,afternoon,commuting,https://www.youtube.com/watch?v=jALeORvCJG8
927,"""Dakiti""",Bad Bunny and Jhay Cortez,Romantic,night,journaling,https://www.youtube.com/watch?v=TmKh7lAwnBI
928,"""Because of You""",Ne-Yo,Mysterious,night,cooking,https://www.youtube.com/watch?v=atz_aZA3rf0
929,"""For Free""",DJ Khaled featuring Drake,Mysterious,afternoon,cooking,https://www.youtube.com/watch?v=vwzex56OjJ0
930,"""Meet Me Halfway""",The Black Eyed Peas,Calm,morning,journaling,https://www.youtube.com/watch?v=I7HahVwYpwo
931,"""Body""",Megan Thee Stallion,Excited,afternoon,exercising,https://www.youtube.com/watch?v=7PBYGu4Az8s
932,"""Baby""",Justin Bieber featuring Ludacris,Empowering,evening,exercising,https://www.youtube.com/watch?v=kffacxfA7G4
933,"""Right Above It""",Lil Wayne featuring Drake,Mysterious,morning,date,https://www.youtube.com/watch?v=b0wbCtrGjXA
934,"""Higher""",Creed,Cathartic,afternoon,commuting,https://www.youtube.com/watch?v=J16lInLZRms
935,"""Famous Friends""",Chris Young and Kane Brown,Cathartic,evening,exercising,https://www.youtube.com/watch?v=qpMOx2Ul9RA
936,"""White Walls""",Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,Cathartic,evening,relaxing,https://www.youtube.com/watch?v=8PLifPUIuic
937,"""Hands Clean""",Alanis Morissette,Mysterious,morning,reflecting,https://www.youtube.com/watch?v=2dH289KxkGw
938,"""Realize""",Colbie Caillat,Romantic,evening,exercising,https://www.youtube.com/watch?v=GlZxZ2n2zpw
939,"""Cool Kids""",Echosmith,Mysterious,afternoon,date,https://www.youtube.com/watch?v=SSCzDykng4g
940,"""When I'm Gone""",3 Doors Down,Empowering,morning,date,https://www.youtube.com/watch?v=pDxgCWiSnkE
941,"""Hey, Soul Sister""",Train,Nostalgic,evening,commuting,https://www.youtube.com/watch?v=kVpv8-5XWOI
942,"""No Air""",Jordin Sparks and Chris Brown,Melancholic,night,exercising,https://www.youtube.com/watch?v=WBKnpyoFEBo
943,"""My Love""",Justin Timberlake featuring T.I.,Excited,afternoon,journaling,https://www.youtube.com/watch?v=xjpe7EGyiw8
944,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,Comforting,afternoon,reflecting,https://www.youtube.com/watch?v=yyDUC1LUXSU
945,"""All the Right Moves""",OneRepublic,Comforting,evening,journaling,https://www.youtube.com/watch?v=qrOeGCJdZe4
946,"""I Hope You Dance""",Lee Ann Womack,Joyful,afternoon,relaxing,https://www.youtube.com/watch?v=RV-Z1YwaOiw
947,"""Ghost""",Justin Bieber,Excited,night,cooking,https://www.youtube.com/watch?v=Fp8msa5uYsc
948,"""Just Dance""",Lady Gaga featuring Colby O'Donis,Cathartic,night,relaxing,https://www.youtube.com/watch?v=2Abk1jAONjw
949,"""So Gone""",Monica,Melancholic,evening,journaling,https://www.youtube.com/watch?v=UE6zfOuYfVI
950,"""Radioactive""",Imagine Dragons,Nostalgic,morning,commuting,https://www.youtube.com/watch?v=ktvTqknDobU
951,"""I Hope You're Happy Now""",Carly Pearce and Lee Brice,Calm,night,date,https://www.youtube.com/watch?v=SBBhyMYnwCw
952,"""6 Foot 7 Foot""",Lil Wayne featuring Cory Gunz,Romantic,morning,date,https://www.youtube.com/watch?v=c7tOAGY59uQ
953,"""Last Christmas""",Wham!,Cathartic,evening,reflecting,https://www.youtube.com/watch?v=E8gmARGvPlI
954,"""Better Together""",Luke Combs,Calm,morning,relaxing,https://www.youtube.com/watch?v=ObDQtfZZ0_k
955,"""Impossible""",Shontelle,Excited,night,cooking,https://www.youtube.com/watch?v=NWdrO4BoCu8
956,"""Summer Love""",Justin Timberlake,Excited,evening,exercising,https://www.youtube.com/watch?v=-rjhH3SMQ-0
957,"""Bad Things""",Machine Gun Kelly and Camila Cabello,Calm,night,commuting,https://www.youtube.com/watch?v=QpbQ4I3Eidg
958,"""Hero""",Chad Kroeger featuring Josey Scott,Melancholic,morning,commuting,https://www.youtube.com/watch?v=TmSRMWw8Y_0
959,"""Trumpets""",Jason Derulo,Cathartic,night,cooking,https://www.youtube.com/watch?v=oOAfz0H4f00
960,"""Rude""",Magic!,Comforting,evening,relaxing,https://www.youtube.com/watch?v=PIh2xe4jnpk
961,"""Exchange""",Bryson Tiller,Melancholic,afternoon,date,https://www.youtube.com/watch?v=aj9coPGuFkM
962,"""Heard It All Before""",Sunshine Anderson,Calm,night,relaxing,https://www.youtube.com/watch?v=ixfRm5WccpQ
963,"""I Like the Way You Kiss Me""",Artemas,Mysterious,afternoon,commuting,https://www.youtube.com/watch?v=evJ6gX1lp2o
964,"""Story of My Life""",One Direction,Cathartic,night,date,https://www.youtube.com/watch?v=W-TE_Ys4iwM
965,"""Back to December""",Taylor Swift,Melancholic,morning,date,https://www.youtube.com/watch?v=QUwxKWT6m7U
966,"""I Hate U, I Love U""",Gnash featuring Olivia O'Brien,Joyful,morning,reflecting,https://www.youtube.com/watch?v=BiQIc7fG9pA
967,"""Boom Boom Pow""",The Black Eyed Peas,Joyful,evening,commuting,https://www.youtube.com/watch?v=4m48GqaOz90
968,"""I Know You See It""",Yung Joc,Cathartic,morning,cooking,https://www.youtube.com/watch?v=qMFLsbDMo6g
969,"""Run It!""",Chris Brown featuring Juelz Santana,Cathartic,afternoon,date,https://www.youtube.com/watch?v=w6QGe-pXgdI
970,"""Rich Men North of Richmond""",Oliver Anthony Music,Calm,evening,cooking,https://www.youtube.com/watch?v=sqSA-SY5Hro
971,"""Murder on My Mind""",YNW Melly,Calm,night,journaling,https://www.youtube.com/watch?v=hqDinxaPUK4
972,"""Unfaithful""",Rihanna,Excited,afternoon,cooking,https://www.youtube.com/watch?v=rp4UwPZfRis
973,"""Hot in Herre""",Nelly,Melancholic,evening,reflecting,https://www.youtube.com/watch?v=GeZZr_p6vB8
974,"""Drivers License""",Olivia Rodrigo,Excited,night,exercising,https://www.youtube.com/watch?v=ZmDBbnmKpqQ
975,"""Tie Me Down""",New Boyz featuring Ray J,Mysterious,morning,relaxing,https://www.youtube.com/watch?v=zefI1vmNoOA
976,"""Billionaire""",Travie McCoy featuring Bruno Mars,Joyful,evening,commuting,https://www.youtube.com/watch?v=8aRor905cCw
977,"""The First Cut Is the Deepest""",Sheryl Crow,Empowering,evening,date,https://www.youtube.com/watch?v=dK9eLe8EQps
978,"""Independent Women Part I""",Destiny's Child,Empowering,morning,commuting,https://www.youtube.com/watch?v=0lPQZni7I18
979,"""I'm Still in Love with You""",Sean Paul featuring Sasha,Romantic,night,reflecting,https://www.youtube.com/watch?v=AQ4TW5Z8eu0
980,"""Outta Control""",50 Cent featuring Mobb Deep,Nostalgic,morning,cooking,https://www.youtube.com/watch?v=Z3Oux1lN__4
981,"""Stranger in My House""",Tamia,Cathartic,evening,commuting,https://www.youtube.com/watch?v=RSP-9SebVpY
982,"""Heaven""",Los Lonely Boys,Cathartic,afternoon,cooking,https://www.youtube.com/watch?v=wvkzoqQ5Oak
983,"""Whatever It Is""",Zac Brown Band,Melancholic,morning,cooking,https://www.youtube.com/watch?v=7RJrNnRpVHg
984,"""Anti-Hero""",Taylor Swift,Romantic,morning,journaling,https://www.youtube.com/watch?v=b1kbLwvqugk
985,"""We Belong Together""",Mariah Carey,Cathartic,night,reflecting,https://www.youtube.com/watch?v=0habxsuXW4g
986,"""Where She Goes""",Bad Bunny,Calm,evening,cooking,https://www.youtube.com/watch?v=bef8QLNHubw
987,"""Say It Right""",Nelly Furtado,Cathartic,afternoon,commuting,https://www.youtube.com/watch?v=6JnGBs88sL0
988,"""XO Tour Llif3""",Lil Uzi Vert,Nostalgic,evening,commuting,https://www.youtube.com/watch?v=WrsFXgQk5UI
989,"""Ain't That Some""",Morgan Wallen,Romantic,evening,cooking,https://www.youtube.com/watch?v=jY_98uXc3D0
990,"""Sand in My Boots""",Morgan Wallen,Cathartic,night,date,https://www.youtube.com/watch?v=FXzE9eP1U_E
991,"""Headsprung""",LL Cool J,Joyful,night,relaxing,https://www.youtube.com/watch?v=JQcAzie9AJ0
992,"""Get Right""",Jennifer Lopez,Cathartic,morning,relaxing,https://www.youtube.com/watch?v=1WIsnC-h1d0
993,"""Too Good""",Drake featuring Rihanna,Melancholic,morning,relaxing,https://www.youtube.com/watch?v=1lbKUiZv1fI
994,"""I Wanna Be Bad""",Willa Ford,Romantic,night,exercising,https://www.youtube.com/watch?v=dCcZHyp0v6o
995,"""I Don't Wanna Know""",Mario Winans featuring Enya and P. Diddy,Cathartic,morning,commuting,https://www.youtube.com/watch?v=T0BH9THi0-0
996,"""Ridin'""",Chamillionaire featuring Krayzie Bone,Excited,evening,cooking,https://www.youtube.com/watch?v=CtwJvgPJ9xw
997,"""Lost Boy""",Ruth B,Calm,afternoon,commuting,https://www.youtube.com/watch?v=58TBZnvyGwQ
998,"""Yonaguni""",Bad Bunny,Cathartic,evening,commuting,https://www.youtube.com/watch?v=doLMt10ytHY
999,"""Today Was a Fairytale""",Taylor Swift,Nostalgic,evening,date,https://www.youtube.com/watch?v=xSWVPqnKcXQ
1000,"""When We Were Young""",Adele,Excited,night,exercising,https://www.youtube.com/watch?v=DDWKuo3gXMQ
